keydevid,companyid,companyname,headline,keydeveventtypeid,eventtype,keydevtoobjectroletypeid,objectroletype,announcedate,announcetime,announcedatetimezone,announceddateutc,enterdate,entertime,entereddateutc,lastmodifieddate,lastmodifieddateutc,mostimportantdateutc,speffectivedate,sptodate,gvkey,sourcetypename,ticker,conm
1898836628.0,25016048.0,Broadcom Inc.,HSBC Securities (USA) Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $872.71625 million Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,13:30:00,2024-09-27 17:30:00,2024-09-27 13:30:00,2024-09-27 17:30:00,2024-09-26 04:00:00,2024-09-27 17:45:11,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898836629.0,25016048.0,Broadcom Inc.,"Wells Fargo Securities, LLC has been added as the Co-Lead Underwriter for Broadcom Inc.'s $872.71625 million Fixed-Income Offering.",136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,13:30:00,2024-09-27 17:30:00,2024-09-27 13:30:00,2024-09-27 17:30:00,2024-09-26 04:00:00,2024-09-27 17:45:11,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847479.0,25016048.0,Broadcom Inc.,J.P. Morgan Securities LLC has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847480.0,25016048.0,Broadcom Inc.,TD Securities (USA) LLC has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847481.0,25016048.0,Broadcom Inc.,"Truist Securities, Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.",136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847482.0,25016048.0,Broadcom Inc.,Barclays Capital Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847483.0,25016048.0,Broadcom Inc.,BNP Paribas Securities Corp. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847484.0,25016048.0,Broadcom Inc.,"BofA Securities, Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.",136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847485.0,25016048.0,Broadcom Inc.,Citigroup Global Markets Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898847486.0,25016048.0,Broadcom Inc.,HSBC Securities (USA) Inc. has been added as the Co-Lead Underwriter for Broadcom Inc.'s $1.746378 billion Fixed-Income Offering.,136,Public Offering Lead Underwriter Change,1,Target,2024-09-26,00:00:00,                              .,2024-09-26 00:00:00,2024-09-27,14:17:00,2024-09-27 18:17:00,2024-09-27 14:17:00,2024-09-27 18:17:00,2024-09-26 04:00:00,2024-09-27 18:30:14,,180711,Capital IQ Transaction Database,AVGO,BROADCOM INC
1898687591.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-09-26,14:14:00,                              .,2024-09-26 14:14:00,2024-09-26,15:54:00,2024-09-26 19:54:00,2024-09-26 15:55:00,2024-09-26 19:55:00,2024-11-06 23:00:00,2024-11-06 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1898804422.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation (NasdaqGS:NVDA) acquired OctoML, Inc.",81,M&A Transaction Closings,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-27,10:08:00,2024-09-27 14:08:00,2024-09-27 16:13:00,2024-09-27 20:13:00,2024-09-25 00:00:00,2024-09-27 20:15:12,,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1898657341.0,32307.0,NVIDIA Corporation,"Aarna Networks, Inc. announced that it has received $6.7 million in funding from 3 Lines Venture Capital, CARAT Venture Partners, NVIDIA Corporation, Exfinity Venture Partners LLP, Leonardo DaVinci Venture Partners",83,Private Placements,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-26,06:01:00,2024-09-26 10:01:00,2024-10-01 02:37:00,2024-10-01 06:37:00,2024-09-25 00:00:00,2024-10-01 06:45:11,2024-10-01 07:00:27,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1898509817.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-09-25,14:30:00,                              .,2024-09-25 14:30:00,2024-09-25,14:52:00,2024-09-25 18:52:00,2024-09-25 14:55:00,2024-09-25 18:55:00,2024-10-31 00:30:00,2024-10-31 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1898639527.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. - Special Call",194,Special Calls,1,Target,2024-09-25,20:17:00,                              .,2024-09-25 20:17:00,2024-09-26,04:54:00,2024-09-26 08:54:00,2024-09-26 04:57:00,2024-09-26 08:57:00,2024-10-10 16:00:00,2024-10-10 00:00:00,,001161,Company Website,AMD,ADVANCED MICRO DEVICES
1915458669.0,21835.0,Microsoft Corporation,"Association of the Luxembourg Fund Industry, ALFI Private Assets Conference, Sep 25, 2024 through Sep 26, 2024",149,Conferences,8,Participant,2024-09-25,00:00:00,Coordinated Universal Time,2024-09-25 00:00:00,2025-01-08,08:39:00,2025-01-08 13:39:00,2025-01-20 09:59:00,2025-01-20 14:59:00,2024-09-24 22:00:00,2025-01-20 15:00:17,,012141,Company Website,MSFT,MICROSOFT CORP
1898511949.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. (NasdaqGS:META) acquired Threads Inc.",81,M&A Transaction Closings,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-25,15:03:00,2024-09-25 19:03:00,2024-09-25 15:16:00,2024-09-25 19:16:00,2024-09-25 00:00:00,2024-09-25 19:30:14,,170617,Capital IQ Transaction Database,META,META PLATFORMS INC
1898511949.0,20765463.0,"Meta Platforms, Inc.",Meta Inc. acquired Threads Inc.,81,M&A Transaction Closings,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-25,15:03:00,2024-09-25 19:03:00,2024-09-25 15:03:00,2024-09-25 19:03:00,2024-09-25 00:00:00,2024-09-25 19:15:12,2024-09-25 19:30:13,170617,Capital IQ Transaction Database,META,META PLATFORMS INC
1898657341.0,32307.0,NVIDIA Corporation,"Aarna Networks, Inc. announced that it has received $6.7 million in funding from 3 Lines Venture Capital, CARAT Venture Partners, NVIDIA Corporation, Exfinity Venture Partners LLP, Leonardo DaVinci Venture Partners, LDV Partners",83,Private Placements,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-26,06:01:00,2024-09-26 10:01:00,2024-10-01 02:55:00,2024-10-01 06:55:00,2024-09-25 00:00:00,2024-10-01 07:00:28,,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1917410284.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at ALFI Private Assets Conference, Sep-25-2024 through Sep-26-2024",51,Company Conference Presentations,1,Target,2024-09-25,00:00:00,Coordinated Universal Time,2024-09-25 00:00:00,2025-01-20,10:00:00,2025-01-20 15:00:00,2025-01-20 10:05:00,2025-01-20 15:05:00,2024-09-26 13:30:00,2025-01-20 15:15:08,,012141,Company Website,MSFT,MICROSOFT CORP
1899084036.0,84159238.0,Shopify Inc.,"Convergence.ai announced that it has received $12 million in funding from Balderton Capital (UK) LLP, Shopify Inc., Salesforce Ventures, LLC",83,Private Placements,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-10-01,06:20:00,2024-10-01 10:20:00,2024-10-01 06:24:00,2024-10-01 10:24:00,2024-09-25 00:00:00,2024-10-01 10:30:12,,023650,Capital IQ Transaction Database,SHOP,SHOPIFY INC
1898657341.0,32307.0,NVIDIA Corporation,"Aarna Networks, Inc. announced that it has received $6.7 million in funding from 3 Lines Venture Capital, CARAT Venture Partners, NVIDIA Corporation, Exfinity Venture Partners LLP",83,Private Placements,3,Buyer,2024-09-25,00:00:00,                              .,2024-09-25 00:00:00,2024-09-26,06:01:00,2024-09-26 10:01:00,2024-09-26 06:04:00,2024-09-26 10:04:00,2024-09-25 00:00:00,2024-09-26 10:15:13,2024-10-01 06:45:10,117768,Capital IQ Transaction Database,NVDA,NVIDIA CORP
1897776297.0,24321.0,Adobe Inc.,"Tranche Update on Adobe Inc. (NasdaqGS:ADBE)'s Equity Buyback Plan announced on March 14, 2024.",231,Buyback Tranche Update,1,Target,2024-09-25,16:02:00,US Eastern Standard Time,2024-09-25 20:02:00,2024-09-16,05:03:00,2024-09-16 09:03:00,2024-09-26 05:57:00,2024-09-26 09:57:00,2024-09-25 20:02:00,2024-09-26 10:00:20,2024-12-12 05:00:16,012540,Capital IQ Buybacks Database,ADBE,ADOBE INC
1929263414.0,27444752.0,"Tesla, Inc.","Tesla, Inc. Presents at Evercore ISI ADAS, AV and AI Summit, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-31,02:00:00,2025-01-31 07:00:00,2025-01-31 02:03:00,2025-01-31 07:03:00,2024-09-24 00:00:00,2025-01-31 07:15:10,,184996,MULTIPLE,TSLA,TESLA INC
1917893575.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. Presents at DPDK Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-24 00:00:00,2025-01-23 10:15:07,,001161,Company Website,AMD,ADVANCED MICRO DEVICES
1898410460.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. (NYSE:CRM) agreed to acquire remaining majority stake in Zoomin Software Ltd.",80,M&A Transaction Announcements,3,Buyer,2024-09-24,00:00:00,                              .,2024-09-24 00:00:00,2024-09-25,00:38:00,2024-09-25 04:38:00,2024-12-05 04:30:00,2024-12-05 09:30:00,2024-09-24 00:00:00,2024-12-05 09:30:14,2024-12-05 09:45:10,157855,Capital IQ Transaction Database,CRM,SALESFORCE INC
1917893573.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation Presents at DPDK Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-24 00:00:00,2025-01-23 10:15:07,,117768,Company Website,NVDA,NVIDIA CORP
1898806154.0,32307.0,NVIDIA Corporation,"NVIDIA Corporation, NVIDIA AI Summit India, Oct 23, 2024 through Oct 25, 2024",149,Conferences,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2024-09-27,11:29:00,2024-09-27 15:29:00,2024-10-01 14:41:00,2024-10-01 18:41:00,2024-10-23 04:00:00,2024-10-23 00:00:00,,117768,Business Wire,NVDA,NVIDIA CORP
1898410460.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. (NYSE:CRM) agreed to acquire Zoomin Software Ltd.",80,M&A Transaction Announcements,3,Buyer,2024-09-24,00:00:00,                              .,2024-09-24 00:00:00,2024-09-25,00:38:00,2024-09-25 04:38:00,2024-09-25 00:43:00,2024-09-25 04:43:00,2024-09-24 00:00:00,2024-09-25 04:45:17,2024-12-05 09:30:13,157855,Capital IQ Transaction Database,CRM,SALESFORCE INC
1917893571.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at DPDK Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-24 00:00:00,2025-01-23 10:15:07,,012141,Company Website,MSFT,MICROSOFT CORP
1917893570.0,21127.0,Intel Corporation,"Intel Corporation Presents at DPDK Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-24 00:00:00,2025-01-23 10:15:07,,006008,Company Website,INTC,INTEL CORP
1917893578.0,25016048.0,Broadcom Inc.,"Broadcom Inc. Presents at DPDK Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-24,00:00:00,Coordinated Universal Time,2024-09-24 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-24 00:00:00,2025-01-23 10:15:07,,180711,Company Website,AVGO,BROADCOM INC
1898410460.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. (NYSE:CRM) agreed to acquire remaining majority stake in Zoomin Software Ltd.",80,M&A Transaction Announcements,3,Buyer,2024-09-24,00:00:00,                              .,2024-09-24 00:00:00,2024-09-25,00:38:00,2024-09-25 04:38:00,2024-12-05 04:43:00,2024-12-05 09:43:00,2024-09-24 00:00:00,2024-12-05 09:45:11,,157855,Capital IQ Transaction Database,CRM,SALESFORCE INC
1898273150.0,29096.0,Alphabet Inc.,"Alphabet Inc. Presents at SBC Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-23,18:02:00,                              .,2024-09-23 18:02:00,2024-09-23,16:00:00,2024-09-23 20:00:00,2024-09-23 16:03:00,2024-09-23 20:03:00,2024-09-24 00:00:00,2024-09-24 00:00:00,,160329,Canada News Wire,GOOGL,ALPHABET INC
1916217909.0,20765463.0,"Meta Platforms, Inc.","Society of Corporate Compliance & Ethics, 23rd Annual Compliance & Ethics Institute, Sep 21, 2024 through Sep 25, 2024",149,Conferences,8,Participant,2024-09-23,00:00:00,Coordinated Universal Time,2024-09-23 00:00:00,2025-01-10,04:11:00,2025-01-10 09:11:00,2025-01-30 03:29:00,2025-01-30 08:29:00,2024-09-21 05:00:00,2025-01-30 08:30:15,,170617,Company Website,META,META PLATFORMS INC
1916217909.0,21835.0,Microsoft Corporation,"Society of Corporate Compliance & Ethics, 23rd Annual Compliance & Ethics Institute, Sep 21, 2024 through Sep 25, 2024",149,Conferences,8,Participant,2024-09-23,00:00:00,Coordinated Universal Time,2024-09-23 00:00:00,2025-01-10,04:11:00,2025-01-10 09:11:00,2025-01-30 03:29:00,2025-01-30 08:29:00,2024-09-21 05:00:00,2025-01-30 08:30:15,,012141,Company Website,MSFT,MICROSOFT CORP
1898273149.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at SBC Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-23,18:02:00,                              .,2024-09-23 18:02:00,2024-09-23,16:00:00,2024-09-23 20:00:00,2024-09-23 16:03:00,2024-09-23 20:03:00,2024-09-24 00:00:00,2024-09-24 00:00:00,,012141,Canada News Wire,MSFT,MICROSOFT CORP
1916217909.0,122917.0,"Salesforce, Inc.","Society of Corporate Compliance & Ethics, 23rd Annual Compliance & Ethics Institute, Sep 21, 2024 through Sep 25, 2024",149,Conferences,8,Participant,2024-09-23,00:00:00,Coordinated Universal Time,2024-09-23 00:00:00,2025-01-10,04:11:00,2025-01-10 09:11:00,2025-01-30 03:29:00,2025-01-30 08:29:00,2024-09-21 05:00:00,2025-01-30 08:30:15,,157855,Company Website,CRM,SALESFORCE INC
1898351049.0,43580005.0,Palantir Technologies Inc.,Palantir Technologies Inc.(NYSE:PLTR) added to S&P Global 1200,95,Index Constituent Adds,1,Target,2024-09-23,00:00:00,                              .,2024-09-23 00:00:00,2024-09-24,00:00:00,2024-09-24 04:00:00,2024-09-24 05:55:00,2024-09-24 09:55:00,2024-09-23 00:00:00,2024-09-24 10:00:19,,036910,Index Website,PLTR,PALANTIR TECHNOLOG INC
1898493008.0,275004592.0,Snowflake Inc.,Snowflake Inc. has completed a Fixed-Income Offering in the amount of $1 billion.,87,Fixed Income Offerings,1,Target,2024-09-23,00:00:00,                              .,2024-09-23 00:00:00,2024-09-25,11:03:00,2024-09-25 15:03:00,2024-09-25 11:03:00,2024-09-25 15:03:00,2024-09-23 04:00:00,2024-09-25 15:15:12,,339965,Capital IQ Transaction Database,SNOW,SNOWFLAKE INC
1898492787.0,275004592.0,Snowflake Inc.,Snowflake Inc. has completed a Fixed-Income Offering in the amount of $1 billion.,87,Fixed Income Offerings,1,Target,2024-09-23,00:00:00,                              .,2024-09-23 00:00:00,2024-09-25,10:57:00,2024-09-25 14:57:00,2024-09-25 10:57:00,2024-09-25 14:57:00,2024-09-23 04:00:00,2024-09-25 15:00:19,,339965,Capital IQ Transaction Database,SNOW,SNOWFLAKE INC
1898248264.0,33493.0,QUALCOMM Incorporated,Apollo Reportedly Eyes $5 Billion Investment in Intel,65,M&A Rumors and Discussions,1,Target,2024-09-22,00:00:00,                              .,2024-09-22 00:00:00,2024-09-24,06:31:00,2024-09-24 10:31:00,2024-09-24 06:33:00,2024-09-24 10:33:00,2024-09-22 00:00:00,2024-09-24 10:45:11,,024800,Thomson Reuters,QCOM,QUALCOMM INC
1898248264.0,21127.0,Intel Corporation,Apollo Reportedly Eyes $5 Billion Investment in Intel,65,M&A Rumors and Discussions,1,Target,2024-09-22,00:00:00,                              .,2024-09-22 00:00:00,2024-09-24,06:31:00,2024-09-24 10:31:00,2024-09-24 06:33:00,2024-09-24 10:33:00,2024-09-22 00:00:00,2024-09-24 10:45:11,,006008,Thomson Reuters,INTC,INTEL CORP
1898202552.0,33493.0,QUALCOMM Incorporated,Qualcomm Reportedly to Explore Potential Acquisition of Intel,65,M&A Rumors and Discussions,1,Target,2024-09-21,18:31:00,                              .,2024-09-21 18:31:00,2024-09-23,15:24:00,2024-09-23 19:24:00,2024-09-23 15:27:00,2024-09-23 19:27:00,2024-09-21 18:31:00,2024-09-23 19:30:14,,024800,Bloomberg News,QCOM,QUALCOMM INC
1898172094.0,43580005.0,Palantir Technologies Inc.,Palantir Technologies Inc.(NYSE:PLTR) added to S&P 500 Equal Weighted,95,Index Constituent Adds,1,Target,2024-09-21,00:00:00,                              .,2024-09-21 00:00:00,2024-09-21,00:00:00,2024-09-21 04:00:00,2024-09-21 06:00:00,2024-09-21 10:00:00,2024-09-23 00:00:00,2024-09-23 00:00:00,,036910,Index Website,PLTR,PALANTIR TECHNOLOG INC
1898202552.0,21127.0,Intel Corporation,Qualcomm Reportedly to Explore Potential Acquisition of Intel,65,M&A Rumors and Discussions,1,Target,2024-09-21,18:31:00,                              .,2024-09-21 18:31:00,2024-09-23,15:24:00,2024-09-23 19:24:00,2024-09-23 15:27:00,2024-09-23 19:27:00,2024-09-21 18:31:00,2024-09-23 19:30:14,,006008,Bloomberg News,INTC,INTEL CORP
1929130097.0,20765463.0,"Meta Platforms, Inc.","Meta Platforms, Inc. Presents at 23rd Annual Compliance & Ethics Institute, Sep-23-2024 01:45 PM",51,Company Conference Presentations,1,Target,2024-09-21,00:00:00,Coordinated Universal Time,2024-09-21 00:00:00,2025-01-30,04:00:00,2025-01-30 09:00:00,2025-01-30 04:03:00,2025-01-30 09:03:00,2024-09-23 18:45:00,2025-01-30 09:15:09,,170617,Company Website,META,META PLATFORMS INC
1929130046.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. Presents at 23rd Annual Compliance & Ethics Institute, Sep-21-2024 through Sep-25-2024",51,Company Conference Presentations,1,Target,2024-09-21,00:00:00,Coordinated Universal Time,2024-09-21 00:00:00,2025-01-30,04:00:00,2025-01-30 09:00:00,2025-01-30 04:03:00,2025-01-30 09:03:00,2024-09-23 14:45:00,2025-01-30 09:15:09,,157855,Company Website,CRM,SALESFORCE INC
1929130038.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at 23rd Annual Compliance & Ethics Institute, Sep-23-2024 03:30 PM",51,Company Conference Presentations,1,Target,2024-09-21,00:00:00,Coordinated Universal Time,2024-09-21 00:00:00,2025-01-30,04:00:00,2025-01-30 09:00:00,2025-01-30 04:03:00,2025-01-30 09:03:00,2024-09-23 20:30:00,2025-01-30 09:15:09,,012141,Company Website,MSFT,MICROSOFT CORP
1898132207.0,29096.0,Alphabet Inc.,"Alphabet Inc. Presents at 3rd Annual Developer Productivity Engineering (DPE) Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-20,22:38:00,Coordinated Universal Time,2024-09-20 22:38:00,2024-09-20,23:00:00,2024-09-21 03:00:00,2024-09-20 23:04:00,2024-09-21 03:04:00,2024-09-24 00:00:00,2024-09-24 00:00:00,,160329,MULTIPLE,GOOGL,ALPHABET INC
1898115430.0,29096.0,Alphabet Inc.,"Uniglobal Events, spol. s r. o., 4th Annual Digital Banking Summit | Munich, Oct 10, 2024",149,Conferences,8,Participant,2024-09-20,14:39:00,Coordinated Universal Time,2024-09-20 14:39:00,2024-09-20,11:43:00,2024-09-20 15:43:00,2024-10-09 04:21:00,2024-10-09 08:21:00,2024-10-10 04:00:00,2024-10-10 00:00:00,,160329,Company Website,GOOGL,ALPHABET INC
1898132206.0,21835.0,Microsoft Corporation,"Microsoft Corporation Presents at 3rd Annual Developer Productivity Engineering (DPE) Summit 2024, Sep-24-2024",51,Company Conference Presentations,1,Target,2024-09-20,22:38:00,Coordinated Universal Time,2024-09-20 22:38:00,2024-09-20,23:00:00,2024-09-21 03:00:00,2024-09-20 23:04:00,2024-09-21 03:04:00,2024-09-24 00:00:00,2024-09-24 00:00:00,,012141,MULTIPLE,MSFT,MICROSOFT CORP
1898026251.0,32307.0,NVIDIA Corporation,SLB and NVIDIA collaborate to develop generative AI solutions for the energy sector,22,Strategic Alliances,1,Target,2024-09-19,11:00:00,Coordinated Universal Time,2024-09-19 11:00:00,2024-09-19,07:39:00,2024-09-19 11:39:00,2024-09-19 07:41:00,2024-09-19 11:41:00,2024-09-19 11:00:00,2024-09-19 11:45:12,,117768,Business Wire,NVDA,NVIDIA CORP
1898398792.0,24321.0,Adobe Inc.,Adobe Inc. - Special Call,194,Special Calls,1,Target,2024-09-19,00:00:00,                              .,2024-09-19 00:00:00,2024-09-25,00:01:00,2024-09-25 04:01:00,2024-09-25 00:04:00,2024-09-25 04:04:00,2024-09-19 00:00:00,2024-09-25 04:15:12,,012540,Company Website,ADBE,ADOBE INC
1898028061.0,18749.0,"Amazon.com, Inc.",NetApp Signs Strategic Collaboration Agreement with Amazon Web Services to Enhance Cloud-Based Data Services,23,Client Announcements,1,Target,2024-09-19,12:00:00,Coordinated Universal Time,2024-09-19 12:00:00,2024-09-19,08:40:00,2024-09-19 12:40:00,2024-09-19 08:41:00,2024-09-19 12:41:00,2024-09-19 12:00:00,2024-09-19 12:45:09,,064768,Business Wire,AMZN,AMAZON.COM INC
1917893592.0,25016048.0,Broadcom Inc.,"Broadcom Inc. Presents at SONiC Mini Summit, Sep-19-2024",51,Company Conference Presentations,1,Target,2024-09-19,00:00:00,Coordinated Universal Time,2024-09-19 00:00:00,2025-01-23,05:00:00,2025-01-23 10:00:00,2025-01-23 05:03:00,2025-01-23 10:03:00,2024-09-19 00:00:00,2025-01-23 10:15:07,,180711,Company Website,AVGO,BROADCOM INC
1898104620.0,122917.0,"Salesforce, Inc.","Salesforce, Inc. - Special Call",194,Special Calls,1,Target,2024-09-19,20:46:00,                              .,2024-09-19 20:46:00,2024-09-20,06:08:00,2024-09-20 10:08:00,2024-09-20 06:09:00,2024-09-20 10:09:00,2024-11-07 05:30:00,2024-11-07 00:00:00,,157855,Company Website,CRM,SALESFORCE INC
1898040677.0,21127.0,Intel Corporation,Intel Says No Plans to Divest Majority Stake in Mobileye,65,M&A Rumors and Discussions,1,Target,2024-09-19,19:19:00,                              .,2024-09-19 23:19:00,2024-09-19,16:43:00,2024-09-19 20:43:00,2024-09-19 16:45:00,2024-09-19 20:45:00,2024-09-19 19:19:00,2024-09-19 20:45:12,,006008,Thomson Reuters,INTC,INTEL CORP
1898415166.0,275004592.0,Snowflake Inc.,"Snowflake Inc. (NYSE:SNOW) acquired Night Shift Development, Inc.",81,M&A Transaction Closings,3,Buyer,2024-09-19,00:00:00,                              .,2024-09-19 00:00:00,2024-09-25,01:25:00,2024-09-25 05:25:00,2024-09-26 08:46:00,2024-09-26 12:46:00,2024-09-19 00:00:00,2024-09-26 13:00:22,,339965,Capital IQ Transaction Database,SNOW,SNOWFLAKE INC
1898031058.0,275004592.0,Snowflake Inc.,"SingleStore Partners with Snowflake to Help Users Build Faster, More Efficient Real Time AI Applications",23,Client Announcements,1,Target,2024-09-19,13:00:00,Coordinated Universal Time,2024-09-19 13:00:00,2024-09-19,09:55:00,2024-09-19 13:55:00,2024-09-19 09:57:00,2024-09-19 13:57:00,2024-09-19 13:00:00,2024-09-19 14:00:20,,339965,Business Wire,SNOW,SNOWFLAKE INC
1917997639.0,168864.0,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc. Presents at PyTorch Conference 2024, Sep-18-2024",51,Company Conference Presentations,1,Target,2024-09-18,00:00:00,Coordinated Universal Time,2024-09-18 00:00:00,2025-01-23,22:01:00,2025-01-24 03:01:00,2025-01-24 01:07:00,2025-01-24 06:07:00,2024-09-18 00:00:00,2025-01-24 06:15:09,,001161,Company Website,AMD,ADVANCED MICRO DEVICES
